q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0
q3,0.00095571
q3,0.0150115
q3,0.0247788
q3,0.0442973
q3,0.06406
q3,0.0735522
q3,0.0907566
q3,0.105124
q3,0.111229
q3,0.121449
q3,0.129346
q3,0.132557
q3,0.137757
q3,0.141633
q3,0.143173
q3,0.145625
q3,0.147415
q3,0.148117
q3,0.149222
q3,0.150018
q3,0.150328
q3,0.150812
q3,0.151157
q3,0.151291
q3,0.151498
q3,0.151646
q3,0.151703
q3,0.15179
q3,0.151853
q3,0.151876
q3,0.151913
q3,0.151939
q3,0.151949
q3,0.151964
q3,0.151975
q3,0.151979
q3,0.151985
q3,0.15199
q3,0.151991
q3,0.151994
q3,0.151996
q3,0.151996
q3,0.151998
q3,0.151998
q3,0.151999
q3,0.151999
q3,0.151999
q3,0.151999
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
q3,0.152
